Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-06-04 00:00:00+01:00,7.048743115706741,7.101608579868929,6.740360736846924,6.740360736846924,48567690,0.0,0.0
2008-06-05 00:00:00+01:00,6.79322554815511,7.013499101264435,6.757982627352646,7.004688262939453,10705996,0.0,0.0
2008-06-06 00:00:00+01:00,7.048743654453507,7.048743654453507,6.854903460210811,6.9165802001953125,4177307,0.0,0.0
2008-06-09 00:00:00+01:00,6.9165802001953125,6.95182398982967,6.740361252023529,6.9165802001953125,2981232,0.0,0.0
2008-06-10 00:00:00+01:00,6.907767658679584,6.934200605825999,6.784414626158747,6.872524738311768,1401844,0.0,0.0
2008-06-11 00:00:00+01:00,6.907767967944271,6.934200916274103,6.617007698803501,6.740360736846924,2612035,0.0,0.0
2008-06-12 00:00:00+01:00,6.7403599907387335,6.8284687995910645,6.4584105914184695,6.8284687995910645,4021635,0.0,0.0
2008-06-13 00:00:00+01:00,6.8020367191820235,6.8284687995910645,6.6786836947928725,6.8284687995910645,1512712,0.0,0.0
2008-06-16 00:00:00+01:00,6.8284692497377995,6.872524738311768,6.687494973281783,6.872524738311768,963857,0.0,0.0
2008-06-17 00:00:00+01:00,6.898957135123295,6.94301176071167,6.8637133481531,6.94301176071167,945666,0.0,0.0
2008-06-18 00:00:00+01:00,6.9606346284247955,6.9606346284247955,6.766794007273403,6.881336212158203,1632433,0.0,0.0
2008-06-19 00:00:00+01:00,6.872525373128026,6.925390839806588,6.802037795891611,6.881336212158203,1211561,0.0,0.0
2008-06-20 00:00:00+01:00,6.916578905935685,6.916578905935685,6.696305370063852,6.8284687995910645,1512125,0.0,0.0
2008-06-23 00:00:00+01:00,6.854902177492394,6.854902177492394,6.7403599907387335,6.8284687995910645,833815,0.0,0.0
2008-06-24 00:00:00+01:00,6.81965894480716,6.81965894480716,6.440788570931519,6.7051167488098145,2346341,0.0,0.0
2008-06-25 00:00:00+01:00,6.749170395876794,6.846091339856904,6.590574020945682,6.8284687995910645,2950207,0.0,0.0
2008-06-26 00:00:00+01:00,6.784414265715794,6.784414265715794,6.520086538284708,6.58176326751709,2281038,0.0,0.0
2008-06-27 00:00:00+01:00,6.581763861358373,6.581763861358373,6.282191890910599,6.5377092361450195,2575888,0.0,0.0
2008-06-30 00:00:00+01:00,6.520087840793641,6.537709952307853,6.326247209122442,6.4760332107543945,2351338,0.0,0.0
2008-07-01 00:00:00+01:00,6.467221386198534,6.467221386198534,5.929754635585348,6.123595237731934,6560608,0.0,0.0
2008-07-02 00:00:00+01:00,6.097162997345192,6.246947674779358,5.956187427858703,6.114784240722656,3116801,0.0,0.0
2008-07-03 00:00:00+01:00,5.991431648364736,6.352679490083733,5.868079043263719,6.211705207824707,2779481,0.0,0.0
2008-07-04 00:00:00+01:00,6.211704916887623,6.211704916887623,6.08835145256915,6.123595237731934,712042,0.0,0.0
2008-07-07 00:00:00+01:00,6.088351581372537,6.291003458470155,6.088351581372537,6.2293267250061035,771076,0.0,0.0
2008-07-08 00:00:00+01:00,6.211705207824707,6.299814458609705,6.097163441302695,6.211705207824707,1036996,0.0,0.0
2008-07-09 00:00:00+01:00,6.229326539780338,6.361489976136433,6.211704863598846,6.343868732452393,1021494,0.0,0.0
2008-07-10 00:00:00+01:00,6.202893936748226,6.299814458609705,6.185272259590217,6.211705207824707,1190340,0.0,0.0
2008-07-11 00:00:00+01:00,6.299813929356408,6.308624767195206,6.123595010093252,6.185271739959717,1169927,0.0,0.0
2008-07-14 00:00:00+01:00,6.220515755053954,6.255759540216739,5.84164582142457,6.123595237731934,1717766,0.0,0.0
2008-07-15 00:00:00+01:00,6.123595590709822,6.123595590709822,5.8857003515213,5.991431713104248,580807,0.0,0.0
2008-07-16 00:00:00+01:00,6.0178645013610765,6.167649609063727,5.859266825862335,6.035485744476318,825519,0.0,0.0
2008-07-17 00:00:00+01:00,6.167649315473629,6.326245685930614,6.1588384780867,6.194082260131836,889606,0.0,0.0
2008-07-18 00:00:00+01:00,6.176460856978123,6.2645700997170035,6.141217073383083,6.158838748931885,956732,0.0,0.0
2008-07-21 00:00:00+01:00,6.167649586706285,6.229326316121964,6.141217073383083,6.158838748931885,369352,0.0,0.0
2008-07-22 00:00:00+01:00,6.229326123086194,6.229326123086194,5.947376728057861,5.947376728057861,522861,0.0,0.0
