Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-11-15 00:00:00-05:00,3.7430567741394043,3.869701263468675,3.7346136906672496,3.7430567741394043,5254,0.0,0.0
2005-11-16 00:00:00-05:00,3.7796416282653813,3.7824559884270164,3.740241089646039,3.779641628265381,13323,0.0,0.0
2005-11-17 00:00:00-05:00,3.8471872806549072,3.8471872806549072,3.7683859206212276,3.8471872806549072,13136,0.0,0.0
2005-11-18 00:00:00-05:00,3.8359310626983643,3.8443738968265935,3.788086908980747,3.8359310626983643,17451,0.0,0.0
2005-11-21 00:00:00-05:00,3.9034719467163086,3.9175439992823415,3.86125704812708,3.9034719467163086,124600,0.0,0.0
2005-11-22 00:00:00-05:00,3.973831176757813,3.973831176757813,3.878144173228719,3.9738311767578125,9758,0.0,0.0
2005-11-23 00:00:00-05:00,3.968202829360962,3.968202829360962,3.9513166637747554,3.968202829360962,9383,0.0,0.0
2005-11-25 00:00:00-05:00,4.15676212310791,4.15676212310791,4.15676212310791,4.15676212310791,938,0.0,0.0
2005-11-28 00:00:00-05:00,4.317179203033447,4.3903515782444185,4.139876734914822,4.317179203033447,13698,0.0,0.0
2005-11-29 00:00:00-05:00,4.336878776550293,4.4100511356898835,4.336878776550293,4.336878776550293,11071,0.0,0.0
2005-11-30 00:00:00-05:00,4.601426124572754,4.601426124572754,4.421309063495262,4.601426124572754,5442,0.0,0.0
2005-12-01 00:00:00-05:00,4.452267169952393,4.452267169952393,4.331251159425906,4.452267169952393,9570,0.0,0.0
2005-12-02 00:00:00-05:00,4.424124240875244,4.424124240875244,4.384723689445499,4.424124240875244,3753,0.0,0.0
2005-12-05 00:00:00-05:00,4.33125114440918,4.33125114440918,4.3199942042353845,4.33125114440918,3378,0.0,0.0
2005-12-06 00:00:00-05:00,4.3509521484375,4.3509521484375,4.339695205725647,4.3509521484375,751,0.0,0.0
2005-12-07 00:00:00-05:00,4.3509521484375,4.3509521484375,4.3509521484375,4.3509521484375,751,0.0,0.0
2005-12-08 00:00:00-05:00,4.30592155456543,4.319993861865719,4.300293336746428,4.30592155456543,4316,0.0,0.0
2005-12-09 00:00:00-05:00,4.3340654373168945,4.353765460044507,4.300293610038356,4.3340654373168945,4504,0.0,0.0
2005-12-12 00:00:00-05:00,4.381909370422363,4.381909370422363,4.367837564903937,4.381909370422363,4128,0.0,0.0
2005-12-13 00:00:00-05:00,4.395979404449463,4.443823529413354,4.381908106633069,4.395979404449463,5817,0.0,0.0
2005-12-14 00:00:00-05:00,4.457897186279297,4.457897186279297,4.429753568466198,4.457897186279297,4879,0.0,0.0
2005-12-15 00:00:00-05:00,4.457897186279297,4.457897186279297,4.457897186279297,4.457897186279297,4879,0.0,0.0
2005-12-16 00:00:00-05:00,4.412866115570068,4.412866115570068,4.410051754927707,4.412866115570068,6192,0.0,0.0
2005-12-19 00:00:00-05:00,4.412866115570068,4.412866115570068,4.412866115570068,4.412866115570068,1126,0.0,0.0
2005-12-20 00:00:00-05:00,4.3678364753723145,4.3678364753723145,4.3678364753723145,4.3678364753723145,188,0.0,0.0
2005-12-21 00:00:00-05:00,4.404423713684082,4.4241237353259555,4.365022663113023,4.404423713684082,9383,0.0,0.0
2005-12-22 00:00:00-05:00,4.362209320068359,4.41005245125543,4.362209320068359,4.362209320068359,563,0.0,0.0
2005-12-23 00:00:00-05:00,4.390350818634032,4.390350818634032,4.379093880764083,4.390350818634033,1314,0.0,0.0
2005-12-27 00:00:00-05:00,4.390350818634032,4.390350818634032,4.390350818634032,4.390350818634033,1314,0.0,0.0
2005-12-28 00:00:00-05:00,4.3509521484375,4.3509521484375,4.3509521484375,4.3509521484375,1689,0.0,0.0
2005-12-29 00:00:00-05:00,4.353766441345215,4.370652610612321,4.353766441345215,4.353766441345215,1501,0.0,0.0
2005-12-30 00:00:00-05:00,4.3678364753723145,4.376279556577293,4.3678364753723145,4.3678364753723145,1689,0.0,0.0
2006-01-03 00:00:00-05:00,4.432566165924072,4.494481596824444,4.418494866262256,4.432566165924072,25896,0.0,0.0
2006-01-04 00:00:00-05:00,4.424124240875244,4.463524792304988,4.424124240875244,4.424124240875244,4691,0.0,0.0
2006-01-05 00:00:00-05:00,4.415681838989258,4.435381865922007,4.415681838989258,4.415681838989258,1689,0.0,0.0
2006-01-06 00:00:00-05:00,4.421309947967529,4.455081777764626,4.390351975646778,4.421309947967529,13886,0.0,0.0
2006-01-09 00:00:00-05:00,4.455081462860107,4.466338906544656,4.455081462860107,4.455081462860107,2627,0.0,0.0
2006-01-10 00:00:00-05:00,4.455081462860107,4.455081462860107,4.455081462860107,4.455081462860107,2439,0.0,0.0
2006-01-11 00:00:00-05:00,4.449452877044678,4.449452877044678,4.449452877044678,4.449452877044678,751,0.0,0.0
2006-01-12 00:00:00-05:00,4.449452877044678,4.449452877044678,4.449452877044678,4.449452877044678,563,0.0,0.0
2006-01-13 00:00:00-05:00,4.4860382080078125,4.4860382080078125,4.4860382080078125,4.4860382080078125,563,0.0,0.0
2006-01-17 00:00:00-05:00,4.525440216064453,4.5620264062858755,4.516996629221094,4.525440216064453,7694,0.0,0.0
2006-01-18 00:00:00-05:00,4.525440216064453,4.525440216064453,4.525440216064453,4.525440216064453,7694,0.0,0.0
2006-01-19 00:00:00-05:00,4.6211256980896,4.6211256980896,4.60142567973825,4.6211256980896,751,0.0,0.0
2006-01-20 00:00:00-05:00,4.629568576812744,4.629568576812744,4.629568576812744,4.629568576812744,375,0.0,0.0
2006-01-23 00:00:00-05:00,4.629568576812744,4.629568576812744,4.629568576812744,4.629568576812744,0,0.0,0.0
2006-01-24 00:00:00-05:00,4.657711029052734,4.657711029052734,4.643639733836552,4.657711029052734,2815,0.0,0.0
2006-01-25 00:00:00-05:00,4.680227756500244,4.680227756500244,4.668970312964423,4.680227756500244,938,0.0,0.0
2006-01-26 00:00:00-05:00,4.683042526245117,4.683042526245117,4.683042526245117,4.683042526245117,1126,0.0,0.0
2006-01-27 00:00:00-05:00,4.71118688583374,4.714001247711288,4.668971961314388,4.71118688583374,14261,0.0,0.0
2006-01-30 00:00:00-05:00,4.739328861236572,4.750585801199535,4.699927808613311,4.739328861236572,3002,0.0,0.0
2006-01-31 00:00:00-05:00,4.744955539703369,4.744955539703369,4.730884243404746,4.744955539703369,3753,0.0,0.0
